,Height,Label,Score,Width,filenames,x,y
2564,743,pinkCandle,0.31071,222,Person1_4,1281,585
2565,2535,sign,0.25358,777,Person1_4,2087,446
2566,396,blueSunglasses,0.38178,827,Person1_4,1200,733
2567,2178,yellowBag,0.5111600000000001,1744,Person1_4,11,802
2568,988,cloudSign,0.26887,708,Person17_15,2546,1143
2569,906,redWhistle,0.25031,1012,Person17_15,1458,1200
2570,278,blueSunglasses,0.2862,806,Person17_15,2274,466
2571,1176,yellowBag,0.3418,1861,Person17_15,11,9
2572,923,cloudSign,0.28386999999999996,588,Person17_58,1437,825
2573,759,eyeball,0.35136,795,Person17_58,2057,408
2574,890,pinkCandle,0.38259,164,Person17_58,1426,1567
2575,327,blueSunglasses,0.3818,1295,Person17_58,1567,612
2576,792,cloudSign,0.26486,653,Person17_9,1165,719
2577,759,pinkCandle,0.30696999999999997,240,Person17_9,936,58
2578,1741,birdCall,0.55084,1184,Person17_50,547,1099
2579,1502,cloudSign,0.26108000000000003,694,Person17_50,1127,1208
2580,2383,pumpkinNotes,0.39502,1551,Person17_50,539,893
2581,2100,sign,0.32395999999999997,466,Person17_50,376,1176
2582,784,blueSunglasses,0.30734,849,Person17_50,1061,1578
2583,1959,yellowBag,0.35433000000000003,1551,Person17_50,539,1208
2584,1785,birdCall,0.31306,914,Person17_45,515,381
2585,762,eyeball,0.37605,637,Person17_45,1143,1154
2586,577,blueSunglasses,0.41781,759,Person17_45,408,1219
2587,414,lavenderDie,0.58182,229,Person17_45,1363,1263
2588,1545,cloudSign,0.2733,621,Person17_51,9,11
2589,3025,sign,0.25068,506,Person17_51,1069,218
2590,2220,yellowBag,0.33914,1249,Person17_51,1208,1056
2591,1730,cloudSign,0.43287,735,Person17_21,417,860
2592,697,eyeball,0.32816,596,Person17_21,1861,229
2593,621,blueSunglasses,0.25578,898,Person17_21,343,1437
2594,1241,cloudSign,0.28945,645,Person17_42,9,2035
2595,1785,cloudSign,0.31199,898,Person17_23,1388,120
2596,806,eyeball,0.33771,539,Person17_23,1020,1143
2597,759,pinkCandle,0.38198000000000004,272,Person17_1,1600,1641
2598,1518,sign,0.59372,871,Person17_1,1317,939
2599,1622,birdCall,0.40771999999999997,1110,Person17_25,931,1654
2600,1056,cloudSign,0.39181,670,Person17_25,963,1437
2601,1458,pumpkinNotes,0.30091999999999997,1135,Person17_25,1265,784
2602,2383,sign,0.29143,384,Person17_25,1649,893
2603,2361,yellowBag,0.49361000000000005,1216,Person17_25,9,806
2604,1970,birdCall,0.4531,988,Person17_22,637,55
2605,1437,cloudSign,0.42615,849,Person17_22,180,991
2606,1186,cupcakePaper,0.28528000000000003,776,Person17_22,1632,218
2607,719,eyeball,0.30955,596,Person17_22,1355,2318
2608,1034,pinkCandle,0.31065,156,Person17_22,539,1001
2609,795,blueSunglasses,0.33455,776,Person17_22,400,1110
2610,1937,stickerBox,0.38118,1053,Person17_22,433,1339
2611,1404,pumpkinNotes,0.33049,1284,Person17_2,1589,972
2612,1951,sign,0.47818999999999995,838,Person17_2,164,482
2613,1657,yellowBag,0.26022,1850,Person17_2,1426,800
2614,1167,cloudSign,0.3152,893,Person17_16,1992,188
2615,588,eyeball,0.25676,827,Person17_16,871,327
2616,931,redWhistle,0.61617,1034,Person17_16,773,139
2617,2057,sign,0.3002,653,Person17_16,2590,9
2618,457,lavenderDie,0.39916999999999997,229,Person17_55,294,327
2619,1633,yellowBag,0.46985,1559,Person17_55,531,11
2620,1037,cloudSign,0.34184000000000003,871,Person17_10,1078,1118
2621,784,eyeball,0.26979000000000003,784,Person17_10,1360,931
2622,1420,pumpkinNotes,0.27789,1382,Person17_10,1284,245
2623,572,blueSunglasses,0.29864,1023,Person17_10,1469,841
2624,1861,birdCall,0.32176,980,Person17_60,482,327
2625,1839,pumpkinNotes,0.6220600000000001,980,Person17_60,482,827
2626,1480,cloudSign,0.34479,841,Person17_62,890,980
2627,947,eyeball,0.3849,449,Person17_62,1102,1295
2628,2318,pumpkinNotes,0.26253000000000004,988,Person17_62,1469,11
2629,1981,trophy,0.31025,1135,Person17_62,1265,1241
2630,360,blueSunglasses,0.38278,580,Person17_62,1020,1545
2631,1230,hairClip,0.36587,621,Person17_62,1543,1872
2632,468,lavenderDie,0.43482,270,Person17_62,1004,1491
2633,2438,yellowBag,0.57072,1649,Person17_62,9,11
2634,2122,canadaPencil,0.26983,1029,Person17_56,629,664
2635,817,eyeball,0.39213000000000003,588,Person17_56,1535,1360
2636,1263,redWhistle,0.45825,939,Person17_56,1184,1121
2637,675,blueSunglasses,0.32006,710,Person17_56,9,1165
2638,1151,cloudSign,0.40944,969,Person17_12,1034,1069
2639,392,blueSunglasses,0.26616999999999996,795,Person17_12,1589,931
2640,1730,canadaPencil,0.26615,1257,Person17_20,9,610
2641,1676,cloudSign,0.29914,800,Person17_20,564,1360
2642,882,eyeball,0.29548,604,Person17_20,1355,1088
2643,1186,redWhistle,0.49201999999999996,735,Person17_20,1265,1360
2644,1905,sign,0.31861,751,Person17_20,1706,1371
2645,512,blueSunglasses,0.29736999999999997,653,Person17_20,1159,1480
2646,1230,hairClip,0.39361999999999997,621,Person17_20,1192,1143
2647,1029,cloudSign,0.30354000000000003,893,Person17_11,1056,1118
2648,1611,birdCall,0.32578,1143,Person17_49,1094,218
2649,664,eyeball,0.5413100000000001,612,Person17_49,1347,501
2650,2492,sign,0.29602,645,Person17_49,9,22
2651,425,blueSunglasses,0.37888,792,Person17_49,1265,838
2652,2361,yellowBag,0.44848999999999994,1551,Person17_49,539,914
2653,2046,sign,0.39891,702,Person17_59,1494,11
2654,1224,cloudSign,0.38254,1219,Person17_41,893,1200
2655,506,eyeball,0.7047899999999999,914,Person17_41,1045,1584
2656,637,pinkCandle,0.30407,338,Person17_41,1360,1518
2657,319,lavenderDie,0.26597,305,Person17_41,1371,972
2658,996,pinkCandle,0.31954,218,Person17_17,1643,457
2659,1437,pumpkinNotes,0.29285,1469,Person17_17,1023,564
2660,1975,sign,0.33351,806,Person17_17,653,9
2661,1502,birdCall,0.2659,1061,Person17_47,90,11
2662,1937,canadaPencil,0.29091999999999996,670,Person17_47,629,1339
2663,2089,noisemaker,0.33974,1820,Person17_47,74,1186
2664,1763,partyFavor,0.44435,988,Person17_47,9,11
2665,1252,pinkCandle,0.36016,278,Person17_47,1012,1121
2666,2166,sign,0.39924,351,Person17_47,262,11
2667,349,lavenderDie,0.3472,172,Person17_47,1208,1317
2668,1363,birdCall,0.31446999999999997,1437,Person17_40,1273,784
2669,931,cloudSign,0.30295,784,Person17_40,1589,996
2670,474,eyeball,0.52148,893,Person17_40,1535,1086
2671,262,blueSunglasses,0.29056,936,Person17_40,1513,1339
2672,1135,hairClip,0.27389,882,Person17_40,1545,931
2673,408,lavenderDie,0.43715,370,Person17_40,1774,1265
2674,1154,cloudSign,0.41523999999999994,531,Person17_34,874,1143
2675,719,eyeball,0.31629,686,Person17_34,972,11
2676,1284,hairClip,0.35200000000000004,612,Person17_34,1167,1828
2677,544,lavenderDie,0.33363000000000004,253,Person17_34,1339,2155
2678,2176,yellowBag,0.37099,1053,Person17_34,1404,11
2679,1535,canadaPencil,0.2513,1477,Person17_52,229,708
2680,719,eyeball,0.39348,523,Person17_52,9,2557
2681,1029,birdCall,0.25941,1317,Person17_4,11,1428
2682,972,redWhistle,0.7188899999999999,1121,Person17_4,2089,302
2683,621,blueSunglasses,0.30186999999999997,1545,Person17_4,1219,637
2684,1608,yellowBag,0.47233,1905,Person17_4,1371,849
2685,1502,cloudSign,0.32950999999999997,555,Person17_35,9,512
2686,860,eyeball,0.26765,555,Person17_35,1902,871
2687,955,birdCall,0.45266999999999996,1273,Person17_26,11,1502
2688,808,cloudSign,0.28515999999999997,860,Person17_26,1067,1412
2689,890,eyeball,0.42565,632,Person17_26,969,1045
2690,996,pinkCandle,0.26583,218,Person17_26,1393,1159
2691,776,redWhistle,0.2781,980,Person17_26,1230,213
2692,1486,yellowBag,0.28573000000000004,1295,Person17_26,11,9
2693,1265,birdCall,0.31686,1078,Person17_5,272,490
2694,539,eyeball,0.37856,1012,Person17_5,1458,882
2695,2318,paperPlate,0.39239,2720,Person17_5,142,139
2696,1543,sign,0.26954,523,Person17_5,1937,523
2697,963,hairClip,0.6468,806,Person17_5,403,147
2698,1437,pumpkinNotes,0.26399,1437,Person17_8,1839,9
2699,544,eyeball,0.43261000000000005,498,Person17_54,1420,2176
2700,1817,pumpkinNotes,0.28994000000000003,1437,Person17_54,768,11
2701,523,blueSunglasses,0.34849,768,Person17_54,931,2176
2702,642,lavenderDie,0.3517,343,Person17_54,955,1894
2703,2438,yellowBag,0.31695999999999996,1347,Person17_54,9,838
2704,1709,birdCall,0.29404,890,Person17_32,1224,642
2705,1121,cloudSign,0.44228999999999996,604,Person17_32,833,1633
2706,686,eyeball,0.2718,482,Person17_32,890,1861
2707,1132,redWhistle,0.42468999999999996,1086,Person17_32,931,11
2708,2166,sign,0.26274000000000003,531,Person17_32,1575,175
2709,599,blueSunglasses,0.32609,841,Person17_32,898,1676
2710,1992,yellowBag,0.31999,1086,Person17_32,9,1284
2711,1641,birdCall,0.5018,1328,Person17_6,1948,123
2712,849,cloudSign,0.29212,740,Person17_6,2068,686
2713,588,eyeball,0.33021,773,Person17_6,2296,156
2714,1045,partyFavor,0.5031899999999999,1306,Person17_6,1970,629
2715,1322,sign,0.34281999999999996,806,Person17_6,11,1135
2716,874,hairClip,0.33636,871,Person17_6,1774,376
2717,1230,cloudSign,0.31331,506,Person17_38,1926,871
2718,1001,eyeball,0.27301,612,Person17_38,1845,795
2719,1698,silverStraw,0.28820999999999997,1502,Person17_38,9,1578
2720,2905,yellowBalloon,0.2652,1608,Person17_38,9,370
2721,1078,hairClip,0.57187,564,Person17_38,1894,991
2722,1981,yellowBag,0.42832,1290,Person17_38,319,1219
2723,1012,cloudSign,0.40206,980,Person17_30,327,800
2724,539,eyeball,0.34291,947,Person17_30,1491,702
2725,751,pinkCandle,0.35667,349,Person17_30,1110,1110
2726,2130,sign,0.6428,1001,Person17_30,88,58
2727,531,blueSunglasses,0.3177,1176,Person17_30,1154,874
2728,1654,birdCall,0.35568,1020,Person17_27,9,11
2729,1263,cloudSign,0.34654,653,Person17_36,1681,1328
2730,653,eyeball,0.2897,621,Person17_36,123,1894
2731,2677,sign,0.32744,457,Person17_36,1959,599
2732,1347,birdCall,0.27858,1132,Person17_3,490,441
2733,939,hairClip,0.27533,882,Person17_3,381,515
2734,1339,cloudSign,0.34255,825,Person17_19,727,577
2735,1012,eyeball,0.3307,629,Person17_19,1159,534
2736,893,pinkCandle,0.3059,172,Person17_19,1224,1306
2737,403,blueSunglasses,0.26418,645,Person17_19,115,1295
2738,1600,hairClip,0.36765,735,Person17_19,74,512
2739,534,lavenderDie,0.5656,245,Person17_19,474,1720
2740,1752,yellowBag,0.34203,1159,Person17_19,9,1524
2741,1371,cloudSign,0.26304,670,Person17_31,1486,566
2742,588,eyeball,0.264,539,Person17_31,1216,1252
2743,2209,pumpkinNotes,0.31,1176,Person17_31,539,1067
2744,1197,redWhistle,0.6178100000000001,914,Person17_31,678,1589
2745,1556,birdCall,0.49072,1061,Person17_61,1306,1654
2746,1382,cloudSign,0.28415,596,Person17_61,1706,1894
2747,1633,partyFavor,0.27618000000000004,955,Person17_61,1502,1643
2748,1360,pinkCandle,0.39834,204,Person17_61,1910,1545
2749,1720,trophy,0.27331,1224,Person17_61,686,1556
2750,1785,pumpkinNotes,0.26336,1135,Person17_53,1086,11
2751,1611,birdCall,0.30903,1029,Person17_24,98,1665
2752,1078,cloudSign,0.37745,523,Person17_24,1045,251
2753,1197,eyeball,0.38299,629,Person17_24,1176,251
2754,1284,metalKey,0.38466999999999996,1086,Person17_24,417,11
2755,1494,yellowBag,0.30205,1654,Person17_13,11,376
2756,1535,cloudSign,0.26650999999999997,670,Person17_48,972,729
2757,893,eyeball,0.29889,661,Person17_48,808,849
2758,991,eyeball,0.30868,621,Person17_57,808,1045
2759,1752,pumpkinNotes,0.34524,1192,Person17_57,882,11
2760,1192,cloudSign,0.36454000000000003,893,Person17_18,1295,523
2761,498,eyeball,0.47018000000000004,697,Person17_18,468,898
2762,653,redWhistle,0.79887,1263,Person17_18,1807,9
2763,1331,sign,0.39744,806,Person17_18,2470,1127
2764,335,blueSunglasses,0.3312,795,Person17_18,185,963
2765,923,hairClip,0.71122,806,Person17_18,11,694
2766,1981,birdCall,0.37818,1306,Person17_7,319,1295
2767,1360,cloudSign,0.25315,612,Person17_7,9,1915
2768,1981,sign,0.5153,580,Person17_44,9,1295
2769,566,blueSunglasses,0.46641000000000005,751,Person17_39,751,1687
2770,808,redWhistle,0.31739,1556,Person17_64,1720,1649
2771,1828,sign,0.5871,969,Person17_64,795,9
2772,1681,canadaPencil,0.25190999999999997,2242,Person17_29,414,776
2773,1061,cloudSign,0.40364,980,Person17_29,305,82
2774,678,pinkCandle,0.29286999999999996,262,Person17_29,1839,278
2775,1943,sign,0.64636,1023,Person17_29,77,9
2776,408,blueSunglasses,0.29452,1208,Person17_29,1360,408
2777,1415,cloudSign,0.46818000000000004,727,Person17_43,939,1012
2778,882,eyeball,0.44664,449,Person17_43,906,1088
2779,1469,sign,0.27756,694,Person17_43,963,1807
2780,381,blueSunglasses,0.32511999999999996,466,Person17_43,1249,1545
2781,523,lavenderDie,0.42478,204,Person17_43,1371,1469
2782,2013,yellowBag,0.2966,1420,Person17_43,1037,490
2783,1796,birdCall,0.25626,914,Person17_33,515,1306
2784,1578,canadaPencil,0.26754,2008,Person17_33,147,1622
2785,1012,cloudSign,0.36054,547,Person17_33,694,1926
2786,893,eyeball,0.30956999999999996,547,Person17_33,865,392
2787,1186,redWhistle,0.30365,792,Person17_33,33,664
2788,370,blueSunglasses,0.26805999999999996,784,Person17_33,751,2253
2789,1241,cloudSign,0.26497,751,Person17_37,923,11
2790,817,eyeball,0.4595,572,Person17_37,1192,175
2791,947,redWhistle,0.52712,678,Person17_37,433,762
2792,2536,sign,0.42926000000000003,645,Person17_37,637,740
2793,1817,canadaPencil,0.27671,1110,Person17_46,768,109
2794,1200,birdCall,0.36980999999999997,1393,Person17_63,1284,180
2795,1290,cloudSign,0.4771,914,Person17_63,2209,1004
2796,874,metalKey,0.3184,1230,Person17_63,1132,9
2797,1233,partyFavor,0.29677,1665,Person17_63,904,9
2798,906,pinkCandle,0.30241999999999997,272,Person17_63,1850,327
2799,2130,sign,0.39979000000000003,632,Person17_63,2361,327
2800,580,blueSunglasses,0.42385,1437,Person17_63,1263,661
2801,963,hairClip,0.26919,947,Person17_63,2198,1192
2802,1491,birdCall,0.27816,963,Person17_14,670,1480
2803,1382,cloudSign,0.28131999999999996,596,Person17_14,1861,566
2804,1484,cloudSign,0.29474,1314,Person32_32,292,1180
2805,1496,hairClip,0.25536,1368,Person32_32,2244,961
2806,1533,pinkCandle,0.38383,675,Person32_33,4159,949
2807,2822,sign,0.5018100000000001,1296,Person32_33,3466,256
2808,1701,birdCall,0.42478,1863,Person32_55,1242,547
2809,1205,cloudSign,0.392,1269,Person32_55,1822,1842
2810,820,eyeball,0.34292,1039,Person32_55,1633,2105
2811,1012,metalKey,0.25911,1539,Person32_55,540,1336
2812,1063,pinkCandle,0.27516,338,Person32_55,1417,668
2813,2541,pumpkinNotes,0.62111,2173,Person32_55,1093,334
2814,759,blueSunglasses,0.39144,2024,Person32_55,1147,810
2815,2328,yellowBag,0.2907,2092,Person32_55,1417,213
2816,1095,cloudSign,0.25872,1131,Person32_43,3922,1362
2817,694,eyeball,0.41931999999999997,1259,Person32_43,4232,1326
2818,1192,pinkCandle,0.31622,657,Person32_43,3393,2141
2819,1701,birdCall,0.28772,1033,Person32_54,1336,2362
2820,1525,cloudSign,0.25759,759,Person32_54,375,2524
2821,1600,cloudSign,0.26469000000000004,736,Person32_52,162,457
2822,753,lavenderDie,0.28204,363,Person32_52,1200,2621
2823,2299,birdCall,0.48818999999999996,2627,Person32_23,1223,791
2824,2712,pumpkinNotes,0.78687,2700,Person32_23,1168,572
2825,2177,trophy,0.39476,2955,Person32_23,675,888
2826,1837,yellowBalloon,0.28176,2208,Person32_23,1441,1034
2827,1885,birdCall,0.34938,2189,Person32_9,2609,1508
2828,840,eyeball,0.29864,1733,Person32_9,1296,767
2829,949,pinkCandle,0.34992,511,Person32_9,3065,1739
2830,1338,redWhistle,0.35958,1715,Person32_9,1259,730
2831,3053,sign,0.44601999999999997,1824,Person32_9,2007,608
2832,548,lavenderDie,0.40291,548,Person32_9,1843,888
2833,2205,pumpkinNotes,0.67393,1492,Person32_50,242,1842
2834,457,blueSunglasses,0.2502,888,Person32_50,525,2500
2835,2056,cupcakePaper,0.28513,2317,Person32_39,602,402
2836,1399,pinkCandle,0.37265,767,Person32_39,985,475
2837,2214,sign,0.55865,1478,Person32_39,602,13
2838,2724,yellowBag,0.27473000000000003,3594,Person32_39,1897,49
2839,1788,birdCall,0.34457,2919,Person32_24,1460,13
2840,2116,cloudSign,0.72959,2244,Person32_24,1788,1411
2841,2214,pumpkinNotes,0.65391,3047,Person32_24,1405,13
2842,2627,sign,0.52845,1642,Person32_24,2481,1034
2843,2493,yellowBalloon,0.35411,2299,Person32_24,1752,13
2844,2250,yellowBag,0.54998,3758,Person32_24,1058,25
2845,2092,birdCall,0.36057,1788,Person32_48,3703,13
2846,791,eyeball,0.35370999999999997,1551,Person32_48,2135,803
2847,949,metalKey,0.33989,1478,Person32_48,4013,1715
2848,1958,pumpkinNotes,0.29956,2828,Person32_48,2299,1703
2849,2445,trophy,0.32388,1587,Person32_48,3904,13
2850,1302,hairClip,0.26648,1223,Person32_48,19,13
2851,2493,birdCall,0.35462,2135,Person32_7,3047,183
2852,1788,cloudSign,0.47989,1752,Person32_7,1241,1557
2853,1837,cupcakePaper,0.35197,1733,Person32_7,1296,523
2854,2712,pumpkinNotes,0.39769,3138,Person32_7,584,49
2855,487,blueSunglasses,0.27081,1715,Person32_7,3229,1435
2856,2262,birdCall,0.44167,2280,Person32_40,1806,1071
2857,1253,cloudSign,0.41611000000000004,1569,Person32_40,1715,1289
2858,718,eyeball,0.36785,1296,Person32_40,3047,1350
2859,1703,partyFavor,0.25901,2445,Person32_40,511,596
2860,2080,sign,0.44736000000000004,985,Person32_40,2062,13
2861,803,blueSunglasses,0.34501,1879,Person32_40,1989,1289
2862,1922,birdCall,0.6330100000000001,2299,Person32_17,2153,1229
2863,985,cloudSign,0.2618,1551,Person32_17,2536,1435
2864,718,eyeball,0.30526,1788,Person32_17,2043,1618
2865,2116,metalKey,0.37401999999999996,2116,Person32_17,1861,633
2866,1581,partyFavor,0.35291999999999996,2280,Person32_17,1368,937
2867,1277,pinkCandle,0.2905,256,Person32_17,2390,536
2868,937,blueSunglasses,0.44135,2372,Person32_17,2135,2262
2869,1630,hairClip,0.66406,1569,Person32_17,2919,645
2870,2238,stickerBox,0.3496,1679,Person32_17,1715,596
2871,1752,birdCall,0.31688,2390,Person32_13,2919,1581
2872,1618,cloudSign,0.31790999999999997,1496,Person32_13,2955,2043
2873,1289,pinkCandle,0.30475,475,Person32_13,3503,2347
2874,1423,redWhistle,0.29678000000000004,2262,Person32_13,2572,2007
2875,2919,sign,0.27648,1204,Person32_13,3120,13
2876,511,blueSunglasses,0.25379,1970,Person32_13,3138,2457
2877,1983,stickerBox,0.26807,1788,Person32_13,3192,1679
2878,3490,canadaPencil,0.27416,2280,Person32_21,1788,171
2879,1180,pinkCandle,0.54565,712,Person32_21,2572,73
2880,2651,sign,0.70765,1697,Person32_21,2080,13
2881,1873,birdCall,0.43783,2116,Person32_30,311,1788
2882,2177,cloudSign,0.31819000000000003,2007,Person32_30,3083,1107
2883,621,eyeball,0.25954,2554,Person32_30,894,2445
2884,1216,pinkCandle,0.49906000000000006,493,Person32_30,3849,2372
2885,2445,sign,0.5881,2189,Person32_30,3010,1216
2886,645,blueSunglasses,0.28304,1952,Person32_30,19,2408
2887,2250,yellowBag,0.61027,2974,Person32_30,2518,13
2888,2457,birdCall,0.5332399999999999,3010,Person32_20,1022,718
2889,2384,pumpkinNotes,0.42491,2244,Person32_20,1441,730
2890,2092,canadaPencil,0.40258,2864,Person32_47,19,621
2891,767,eyeball,0.28446,1423,Person32_47,1441,548
2892,1350,pinkCandle,0.39519,456,Person32_47,1916,232
2893,1922,pumpkinNotes,0.33558000000000004,2736,Person32_47,767,13
2894,1350,hairClip,0.76054,1405,Person32_47,1441,268
2895,681,lavenderDie,0.33854,730,Person32_47,1752,536
2896,1496,yellowBag,0.28926,2591,Person32_47,19,13
2897,2153,canadaPencil,0.26002,2353,Person32_25,19,317
2898,961,eyeball,0.44068999999999997,1387,Person32_25,1058,1460
2899,2445,sign,0.52635,1296,Person32_25,19,13
2900,426,blueSunglasses,0.25578,1788,Person32_25,2007,1739
2901,523,lavenderDie,0.25883,493,Person32_25,1916,1679
2902,1215,pinkCandle,0.25318,122,Person32_56,1346,689
2903,1654,birdCall,0.26524000000000003,2280,Person32_45,219,13
2904,2226,canadaPencil,0.33956,3576,Person32_45,1916,536
2905,1387,cloudSign,0.3151,1204,Person32_45,365,13
2906,1192,pinkCandle,0.264,493,Person32_45,347,840
2907,2408,pumpkinNotes,0.38133,2098,Person32_45,3393,1253
2908,2749,vancouverCards,0.26133,3594,Person32_45,730,803
2909,2189,yellowBag,0.35388000000000003,2116,Person32_45,3375,13
2910,2287,cupcakePaper,0.37442,2408,Person32_41,2518,25
2911,2165,sign,0.5521,1460,Person32_41,2208,13
2912,2566,canadaPencil,0.30779,4506,Person32_16,694,146
2913,1289,cloudSign,0.29598,1314,Person32_16,3813,2311
2914,1800,metalKey,0.37751999999999997,2408,Person32_16,1733,1046
2915,1569,pinkCandle,0.37935,475,Person32_16,1934,657
2916,3065,sign,0.31071,1679,Person32_16,1314,13
2917,2676,silverStraw,0.26247,2791,Person32_16,1131,73
2918,2980,sign,0.5249699999999999,1314,Person32_46,1095,450
2919,2749,canadaPencil,0.28761,2901,Person32_4,1478,280
2920,1569,cloudSign,0.32776,2043,Person32_4,347,13
2921,2165,cupcakePaper,0.29012,2280,Person32_4,238,864
2922,1569,pinkCandle,0.45561999999999997,858,Person32_4,165,1423
2923,2238,sign,0.49241999999999997,1441,Person32_4,1441,13
2924,584,lavenderDie,0.28669,694,Person32_4,4524,1387
2925,1435,cloudSign,0.4856,1788,Person32_44,858,1727
2926,1253,pinkCandle,0.28814,529,Person32_44,3831,37
2927,1764,pumpkinNotes,0.255,2536,Person32_44,2445,37
2928,3186,sign,0.58719,1241,Person32_44,3101,475
2929,937,blueSunglasses,0.25786,2262,Person32_44,1022,1229
2930,1484,hairClip,0.30695,1606,Person32_44,2937,207
2931,2287,cupcakePaper,0.2755,2445,Person32_38,2882,25
2932,1435,pinkCandle,0.27081,894,Person32_38,3265,183
